S.1,S.2,S.3,S.4,S.5,S.6,S.7,S.8,S.9,S.10,S.11,S.12,S.13,S.14,S.15,S.16,S.17,S.18,S.19,S.20,S.21,S.22,S.23,S.24,S.25,W,Y,Z,weights
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1
2.402318551,2.804915272,1.9562617,1.010332766,2.036238194,0.99706995,1.906593601,1.731861417,0.773799934,1.153843155,1.525426068,1.43264414,0.200464799,-0.678616328,0.237670018,-0.343902438,-0.522217938,0.087432138,-0.232091723,0.650794619,-1.03348944,0.059454205,0.97315892,0.00128914,0.450141983,3,0,1,1
1.777977056,2.61555578,1.32795923,1.678381224,2.229536106,1.218718499,1.651726708,1.271822513,1.430577001,2.690693578,1.69213516,0.951740519,-0.382137941,0.176900548,0.153518367,-0.003508693,-0.144943631,0.084513311,0.597165855,0.205061455,0.795033634,0.37498861,-0.758536424,0.087104515,0.224901534,3,0,1,1
2.718565177,2.068292718,1.936056369,1.350200575,2.035276816,1.94297072,2.036714709,1.434598731,2.500665671,2.097606548,1.841448815,2.222319514,0.513238203,0.947201813,-0.025123658,-0.252526528,-0.269946391,-0.33268473,-0.744065081,0.157508713,0.606488784,-0.835367073,-0.775180188,0.036899114,-0.190439272,3,0,1,1
0.138491256,-0.142100451,-0.998625565,-0.943592796,-0.936681248,-0.978443224,-1.845499137,-1.050143202,-0.587178164,-0.554956081,-0.779763539,-0.64988543,-0.581157464,-0.440921148,-0.648180292,0.331612639,0.215437027,0.926123172,0.452552334,-0.348219671,0.209196278,-0.888813666,0.318287367,0.038053845,0.82720848,1,0,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1
0.001653089,-0.287453067,-1.116612384,-1.196985209,-1.836579867,-0.695005743,-0.060545309,-1.00390948,-1.067082175,-0.408916154,-0.771629613,-0.465381067,1.040557487,0.93369506,0.047349569,-0.431492187,-0.197667901,0.023001896,-0.512833693,-0.320093329,-0.242266111,-0.164149095,-0.58106757,0.202345097,-0.207317082,2,0,1,1
1.836137166,1.410279957,2.298632019,2.056359666,1.406364633,2.348528406,1.935048539,2.140312531,2.321595571,2.185263305,1.143623458,2.338504793,0.752359043,-0.044195524,-0.471006403,-0.179044638,0.203510256,-0.820709597,1.160184349,0.031715316,0.249204127,0.316684359,-0.480644832,-1.447757625,-0.700372572,1,0,1,1
2.01384122,2.726640454,1.984177547,1.760583547,1.966368583,1.954632522,2.509628342,1.472301743,2.774174063,1.271919343,1.133675812,1.722623533,0.81976223,-0.851097772,-0.350143003,-0.423285293,-0.062350401,0.17108644,-0.278335718,0.083900189,-0.038470694,-0.042745337,0.341649452,0.554994717,0.588291035,3,0,0,1
1.518086484,1.769551488,2.11126005,0.647392816,1.86562032,2.314115285,1.104248889,1.499856166,0.946065218,1.486209939,1.876430003,2.033723616,-0.329644261,0.244850949,-0.269227913,-0.402797287,-1.004740108,-0.042907057,-0.515902383,-0.48953946,-0.843766362,0.02724028,0.301842428,-0.149108242,0.335121014,2,0,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,1
2.25877414,1.737023897,1.524574887,1.952278432,2.314363313,2.687350596,1.171338795,2.284570305,1.62785961,2.547102604,1.227713194,1.016282879,-0.185347755,-0.646782237,-0.21620296,0.072116335,-0.019153194,-0.50995844,-0.31941867,-0.392523646,-0.368779084,-0.277972648,-0.283719354,0.134619492,0.2158028,1,0,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1
1.681031138,2.636364508,0.578234225,1.787231211,1.105501592,1.736900694,1.071005236,1.645722258,1.918122375,2.02619778,1.246120614,1.472321935,-0.079378397,-0.233137889,-0.511090335,0.417788546,-0.254280792,0.328377842,0.189997332,-0.599278108,-0.046522604,0.034722635,0.307791749,0.876461732,-0.190183008,2,0,1,1
2.049484229,1.247224813,2.061259228,1.387655494,2.251737316,1.683284304,0.960907703,1.85629519,1.190479727,1.675433441,1.576613693,1.12567568,0.462511645,0.135656552,1.174425801,-0.524140328,-0.130980495,0.365687319,-0.062450076,-0.29822188,-0.134090997,0.222973739,-0.426736751,0.299973869,-0.665520328,1,0,1,1
1.781766438,1.965153396,1.228496609,1.35157437,1.654063815,1.794893313,1.436543911,1.865594555,1.823078005,2.157066802,2.106762869,1.83532284,0.108237997,-0.575249009,-0.475142624,0.288830658,-0.231583664,-0.053071847,-0.860069922,0.556582772,-0.998197548,0.614519206,0.151752986,0.372869576,-0.062619841,1,0,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
1.419485657,3.24978706,2.003385692,2.251574372,1.590900853,2.513110009,1.092659029,1.05971672,0.954358128,1.823352996,1.006538149,1.073299267,-0.657912466,-0.520508409,0.447770672,0.481687766,-0.329756568,-0.643574152,-0.212833956,0.454248076,-0.423337433,-0.074286642,-0.003601266,-0.135609833,-0.808034696,1,0,1,1
2.824709046,2.413803771,1.646771721,1.948007742,1.457893323,1.754943236,2.451072141,1.796584304,2.559332444,1.643690893,2.337530811,1.527517676,-0.252289345,0.151988973,-0.060042823,0.448791042,0.015972078,0.454970549,-0.994476803,-0.431502781,-0.209327617,-0.196070666,-0.072390852,-0.986456276,0.060359223,1,0,1,1
1.661476437,2.700191811,1.314768652,1.466509087,1.498530075,2.034414174,2.044284432,0.95936242,1.91123276,2.180742657,1.823440109,2.005711011,-0.241750017,0.221583053,0.088614634,0.088958269,0.092323663,0.157437838,-0.100807342,0.023946922,0.299304122,-0.480430442,-0.362624442,-0.537014363,-1.037311107,1,0,0,1
1.929065366,1.80331033,1.624248775,0.987611221,2.497088625,1.84243903,1.401115474,1.334737684,1.343634982,2.304916555,1.044048151,0.884436181,-0.484865528,0.058147813,-0.80066236,-0.071124905,-0.459653777,-0.223740858,-1.094731984,0.193907362,-1.26475223,-0.413357706,-0.19369836,0.51303605,0.269368581,3,0,1,1
2.232840045,2.52078806,2.683498758,1.642700613,1.907142437,2.107442979,1.514972999,1.325599564,2.482627451,1.703246493,1.578977096,1.164284628,0.169159034,1.03057333,-0.533371133,0.601667676,-0.349476165,-0.439395858,-0.772611851,-0.371709669,-0.486248633,-0.594530155,-0.415451548,0.873717396,-0.020768578,1,0,0,1
2.233170258,2.071495845,2.142055972,1.941046602,1.115473101,0.901804825,0.875324566,1.059542887,1.614111502,1.219680099,1.112454639,1.601658797,-0.077583302,0.116071599,0.818815919,-0.472270356,-0.609430468,0.107905656,0.308613532,-0.033419869,0.329443223,-0.063640307,0.425120124,0.022673473,0.701931763,3,0,0,1
1.434356912,1.592852758,3.043633163,1.573659552,1.071784756,0.954472995,2.443846884,1.771981123,0.873811487,2.019560166,1.615235377,1.504045459,-0.019102891,-0.3970788,0.271914474,-0.823160933,0.468718609,-0.380016792,-0.176053776,0.182944757,0.972505024,0.379562507,-0.346616881,0.701612399,0.63464749,1,0,1,1
2.503099712,1.521247166,1.962496794,1.826790038,2.399559064,1.164809857,1.636503109,1.87881144,1.956004025,1.963692556,1.732443734,2.642308934,0.4076636,-0.307263161,0.582541051,0.455448352,-0.399340194,0.641241901,-0.760024799,0.240552097,-0.595587761,-0.470372116,1.36019577,-0.613310077,0.196153289,2,0,1,1
1.861743034,2.379139123,1.728395898,1.649453848,2.176904319,1.470714026,1.833654667,1.666318971,1.921760197,1.848869424,1.784197316,1.881940057,0.258777629,0.199459919,0.288550472,0.426702832,-0.541749524,0.453740046,-1.74516687,0.25910966,0.14700904,-0.035466733,0.121370755,0.830150881,0.032157103,2,0,0,1
-0.405322962,-0.199462581,-1.620836332,-0.388216542,-0.368381282,-0.747743801,-1.409466418,-1.336234091,-1.056392408,-1.601968394,-1.702876697,-1.690282098,-0.198263073,0.979987756,-0.114568404,-0.047500647,-0.14591885,0.770008551,-0.482855829,-0.062322858,0.166322954,0.73673672,0.072766558,-0.008164556,-0.292835645,3,1,1,1
2.019573854,1.83352995,1.351457153,2.084955422,2.189508374,1.63921707,1.695636098,1.080377839,2.039493333,2.603435979,1.702419696,1.820580208,0.698064394,-0.323880534,-0.985450856,0.457611528,0.11280316,0.117344301,0.424928552,1.195560409,-0.573255317,-0.330098848,0.919337574,0.626417793,0.439065449,1,0,0,1
2.163082817,2.962803295,1.613012303,1.468230106,1.013340618,2.306637949,2.099298289,1.807152881,1.949946361,1.252843685,2.231537068,1.776548999,-0.434591908,-0.115988667,-0.504953874,-0.824149591,0.216197681,1.023325538,0.039237827,0.149068673,0.188519213,0.30678161,0.398604272,-0.397520101,0.05482186,3,0,0,1
2.007205568,0.895924933,1.853192737,1.435984369,1.216357025,1.375940724,1.045274551,1.605594416,2.024610662,1.376144226,1.795932007,1.042835488,1.251208646,-0.171112816,-0.629943788,-0.175998545,0.277367375,-0.479660034,0.931511902,0.594819066,-0.189706839,-0.503223999,-0.101192451,0.472519999,1.245223889,1,0,1,1
3.008612378,2.869303522,1.613831361,1.783276088,1.347104634,1.699813018,1.628867866,1.478047048,1.670117898,2.008512271,2.134068834,1.340855115,-0.424096448,0.558257858,-0.892200983,-0.002559952,0.730273575,0.732943967,0.259489876,-0.566182026,-0.055211108,0.283161179,0.685695822,-0.220577821,0.773756322,3,0,0,1
0.294290348,0.337407327,-2.110011534,-0.883311802,0.0166543,-0.559549209,-0.583037819,-0.043499529,-1.079369634,-1.386289147,-1.469977413,-1.18724387,-0.591398367,-0.24878098,-0.268623929,0.18398016,0.986900761,0.05853325,-0.125594994,0.330594068,0.768403147,0.440809813,-0.352156447,-0.066904012,-0.767411837,2,0,1,1
2.337933341,2.028391887,1.735440883,2.223364786,2.374550438,1.819412982,1.602900608,1.846435045,1.439873218,1.034075101,2.140289203,1.393606005,-0.119654764,0.421106139,-0.139119055,0.029615534,0.248937978,0.965265259,0.188961586,-0.608041384,0.883911046,0.22926578,-0.265437481,-0.228686412,-0.456284804,1,0,1,1
1.859513715,2.256949048,1.660805866,1.167995331,2.520295239,2.151157369,1.220792945,0.994188601,1.705026295,2.193339376,1.793051078,1.141947895,1.074538086,-0.304661352,0.676467117,0.440826841,-0.449139266,-0.475037455,0.499319698,-0.102510794,0.046003635,0.573338008,0.838095771,-0.059610237,-0.378575679,3,0,0,1
2.74174013,2.033076144,3.060928079,1.947955546,1.978809753,1.449405895,1.267977981,1.769084198,2.534993252,1.587022211,1.544173777,1.615387025,-0.46659634,0.154694757,-0.383955573,-0.022630709,-0.777257879,-0.11965011,0.196743106,0.639111881,0.257415863,0.224813871,0.763943649,-0.093420118,-0.60739558,3,0,0,1
3.197578491,2.360099365,1.533115189,1.700688095,1.689337323,1.68948384,2.038310196,1.706714989,1.515805302,1.393936417,2.600102452,0.761287512,-0.077220318,-0.676544118,0.966771032,-0.209878247,-0.429665113,-0.420658211,0.534030026,-0.12394618,-0.437552095,0.129104918,-0.698203678,-0.500379626,0.495689451,2,0,1,1
0.388568231,-0.489838054,-1.088614551,-0.863104818,-0.303133558,-1.407806161,-0.543405399,-0.617258608,-0.879429681,-0.538405713,-1.100392578,-1.019944204,-0.45331081,0.276632541,0.334687744,0.056208143,-0.521029285,0.929955661,0.540776551,0.214826665,-0.195506066,0.550658185,-0.450357122,0.667410344,0.027425063,1,0,1,1
1.898819303,0.832469584,1.10540871,1.989711912,2.459525269,1.492882674,1.546453805,1.714459633,2.099426573,1.349622154,1.842972131,2.317116134,-0.015077498,0.102606427,-0.465257111,0.368365525,-0.037535241,0.15080047,0.207720178,-1.322129633,-0.505937368,-0.465076548,-0.182823522,0.375572411,-0.123703282,1,0,1,1
-0.50746201,-1.003326788,-0.984868627,-0.882039679,-1.120005309,-0.527779346,-0.80863022,-0.86607378,-1.542287634,-0.066351511,-1.523675353,-0.742675647,-0.083213781,0.412130593,-0.190914934,0.541276083,-0.034258414,0.412825367,0.294032651,0.109761146,0.262050469,0.488790692,-0.654413218,0.125248707,-0.367209765,1,1,1,1
2.112570325,1.366362734,0.993588759,1.556608778,2.015111549,2.171682869,1.797859718,2.120672852,1.341859226,2.367392236,1.079846736,2.838001831,0.437916096,0.178557634,0.257854371,-0.754123845,-0.304558866,-1.121946639,-0.499961467,0.556790494,-0.197903752,0.114319348,0.739075215,-0.077111103,-0.489039659,2,0,1,1
-0.522816215,-1.164660883,-1.857943936,-1.676083188,-1.461379263,-1.586162623,-1.460312826,-0.507677592,-1.062551371,-0.901860601,-1.517037003,-0.999665896,0.181369841,0.672177305,-0.807484126,0.674000333,0.047856418,-0.37493642,-0.731721968,-0.027688763,-0.169564494,-0.804601235,-0.229115631,1.226537293,-0.267806855,1,1,1,1
2.238308193,2.27349482,0.979710032,2.096620836,1.277565497,1.500349282,1.771622132,2.29132113,1.401528911,2.590555116,2.343749236,1.253273447,-0.101021928,0.243298644,-0.374982526,-0.401474477,0.186885767,-0.314741304,-0.149005561,0.141031901,0.254820268,0.090428708,-0.667368481,0.636015814,-0.638958137,2,0,0,1
2.685188086,3.135031765,2.085776705,1.190966824,2.474422824,1.54157882,0.753269368,1.939965365,1.692037325,1.350489305,0.861241949,1.969498406,0.864756844,-0.235677759,-0.425380818,0.252764833,-0.237174906,0.96436851,0.266607872,-0.008856336,0.533621816,0.783102854,0.277949858,-0.000239156,-0.442327092,3,0,1,1
2.469402979,1.208910843,1.874626217,0.39100521,1.667280558,1.399571784,2.058942409,1.483534321,2.093710652,0.883428679,2.146876649,1.984713781,0.827129146,-0.219300024,0.285663996,0.175548718,0.290541134,-0.718454642,0.22969135,0.193854159,0.068813997,0.620293357,-0.25737891,0.292474564,-0.41945356,1,0,1,1
2.774927043,2.339215306,1.521773361,2.34162119,1.736731497,1.556921512,2.0360576,1.633979462,1.075195166,3.050530348,0.972998579,1.631182589,-0.068124152,0.271364846,0.941909486,0.019889325,-0.085806595,0.266618989,-0.771140948,-0.193228509,0.185902102,0.233836748,-0.391737961,-0.011973247,0.549426507,2,0,1,1
2.393571948,2.101209451,1.408637532,1.889686432,1.310156982,0.793148277,1.305922994,1.84313746,2.503535876,2.127261209,2.621250985,1.612815279,-0.026854884,0.552864851,0.579220119,-0.894149517,0.024726211,-0.03945606,0.840182534,-1.232840587,-0.382667954,0.223594814,-0.28411829,0.013218488,-0.526746058,3,0,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
2.529045708,2.398238508,2.332862152,2.847164267,1.483464971,2.268253933,1.240662777,1.550644441,1.266585,2.386574097,1.240580823,2.220696134,-0.290805981,-0.884431631,0.42989781,0.097560118,0.908796289,0.436115361,-0.686877976,-0.356933831,0.297866103,0.415133936,-0.429290605,-0.223550217,0.477992045,2,0,1,1
2.546528403,2.784750141,2.097465064,0.861807305,1.649833513,1.631963075,2.506230025,0.795742213,1.095344617,2.316152364,1.942832837,0.954485495,0.115215904,-0.772460018,0.257036144,-0.619771997,-0.056787572,0.82853988,0.03730471,-1.256379468,0.075270659,0.259684861,-0.402261027,-0.459434204,0.686714059,3,0,0,1
2.065287508,1.773193764,2.099341719,1.711101455,1.222754842,2.679772627,2.262280439,2.723258168,2.176551102,1.630524353,1.480971993,1.265042365,-0.151203855,-0.179560202,0.31640845,-0.174128346,0.177822139,-0.030576645,-0.02142638,0.239246285,-0.377634365,-0.376032415,0.105643948,0.204395683,0.071826765,3,0,1,1
1.35089486,1.354117571,2.157891317,1.67896292,1.926724782,1.347149545,2.261891631,1.976813984,1.817733795,2.83302171,2.020390869,2.143548132,0.232762863,-0.679889845,-0.159712056,0.878322154,-0.512488356,0.021238662,0.253221149,0.862951072,-0.311653321,-0.268802217,0.271648202,-0.049079474,-0.73991727,1,0,0,1
2.738957046,1.957748273,1.043874913,1.657297786,1.46958811,1.850259906,1.490374264,1.319292469,1.804516166,1.42671049,1.753617424,1.26478503,-0.323761751,0.637829381,0.68011878,-0.539937008,-0.638983131,0.657432409,-0.248046018,0.482182653,0.287257598,1.292468034,0.133139641,-0.316555425,0.181277738,2,0,1,1
2.509277749,3.062663372,0.996376398,1.382956117,1.786769516,2.011907188,1.851321515,1.52727044,0.670912219,1.003075005,1.615317302,1.763966678,-0.822885783,0.953480879,0.037939146,-0.395627087,-0.463025558,-0.712131941,-0.61026709,-0.186778589,0.022117495,-0.007684108,-0.480663935,-0.134281316,0.28439388,3,0,1,1
1.962234641,2.873530975,2.780621647,2.112024017,1.080426932,1.931355817,0.779078798,1.765267213,1.627340353,1.5447397,1.93966717,1.558261283,-0.157372468,0.133868916,-0.287740243,0.048065613,0.041771545,0.280236356,-1.173581694,0.094369038,0.316523159,-0.023897152,-0.166894913,-0.365526519,-0.1144376,2,0,0,1
2.322784945,3.296038913,1.326206211,0.976874464,1.377649785,2.145838261,1.798417854,2.314878876,1.711701375,2.129697287,2.890937429,1.255480726,0.006334487,0.49268222,-0.116406878,0.320027733,-0.022416466,0.008717881,0.025566637,0.140345757,0.464972792,-0.137503466,0.927968059,0.190148107,-0.150964645,3,0,1,1
1.74223665,2.151210809,0.653141955,1.453362014,2.309137632,1.829057581,2.05356974,1.92930101,2.171305191,1.36755078,1.603022394,1.813232402,0.374650002,0.401633118,-0.538519733,0.131146844,-0.312415346,-0.069794255,0.183130323,0.26347126,-0.037708489,0.614654105,1.210735334,0.221924337,0.421501115,1,0,1,1
0.237337786,-0.384443552,-0.85504196,-0.759693677,-1.314681298,-1.214915946,-1.073740401,-1.910760901,-0.65803495,-0.909234222,-0.394130867,-0.456667272,-0.284973236,-0.484641223,-0.374117391,0.289925293,-0.19952977,-0.413356737,-0.082334561,-0.138457444,-0.552287504,-0.397914991,-0.290281397,0.004573858,0.293362655,1,0,1,1
1.771835459,2.667777556,1.435838158,1.549817401,0.860815746,1.148085211,1.678512666,1.61738135,1.529206282,1.7586037,1.70179704,2.233600157,0.135957121,0.265397548,0.510905532,0.841424055,0.681175356,-0.54092336,1.109262629,0.465128613,0.510905383,-0.127446719,-0.553667481,0.23706917,-1.037018506,3,0,1,1
2.691744484,2.101535923,1.127278742,1.382656269,2.277754111,1.661933759,2.110218218,0.768887801,1.003861021,1.437181868,1.545055906,1.678080749,0.244970754,0.485081979,-0.791189884,-0.246966677,-0.261637513,-1.289704823,-0.190877508,0.45273527,-0.570911935,-1.03862013,-0.605963659,-0.366937404,0.692754175,3,0,1,1
1.841243362,2.635872718,2.061784246,1.23844533,1.4258465,1.243388997,2.366556603,1.93947479,1.212410619,1.163607561,2.06260415,1.358837378,-0.245039543,-0.092538252,-0.369755002,-0.076217743,0.297924193,-0.092302576,-0.576781244,0.207779389,0.120568182,-0.198571089,-0.076930597,-0.101344226,0.736634824,1,0,1,1
2.398143114,1.850106901,2.271327488,1.752370325,1.407006412,1.16991733,1.880934202,1.302017403,2.708680988,2.519566928,1.672971534,1.969479517,-0.611313349,-0.328010878,0.028227066,-0.180598828,0.58192803,-0.267592203,0.866650773,0.067523387,0.275163395,-0.123779616,-0.09716788,0.790288471,-0.12457533,3,0,1,1
2.752959824,2.558683357,2.173165065,1.215549644,1.311773432,1.576925401,2.110616337,0.624201204,2.032320546,2.237235444,1.643071514,2.003837759,-0.173713934,0.065872121,-0.124128885,0.328410194,-0.363922563,0.509770555,-0.088441655,0.33767086,0.141975345,0.33721478,-0.087856926,0.228477413,-0.052785968,2,0,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
2.853488574,2.648969896,2.145380816,2.559059428,2.209841981,1.379407491,1.086261249,2.326795026,2.163884819,2.36934545,1.700001074,1.980922633,-0.341359624,-0.319558484,0.291616974,-0.290328938,-0.328491289,1.029106319,0.024899535,-0.532025053,-0.253591231,-0.955021645,0.149708499,0.385418078,-0.714210203,2,0,1,1
2.167571432,2.499002645,1.557874653,1.492805417,1.947102216,2.103704242,1.347749122,1.638057909,2.606768669,1.946713906,0.981482291,1.484562679,-0.034315077,0.076220785,0.029498295,0.430964894,-0.481248444,-0.692782045,0.034739325,-0.090704334,0.356481585,0.205205233,0.517467259,0.81342607,-0.45444734,3,0,0,1
2.141011059,2.353592246,1.993193311,1.964793052,2.041954815,1.049052302,1.676396467,1.288735443,2.502858767,1.331950594,1.629994005,1.877694822,-1.185775059,-0.886942949,1.401338206,0.029813945,0.403779625,0.0322225,0.439618798,-0.82404253,0.495776561,0.581631723,0.504638957,-0.108433002,-0.090419215,2,0,1,1
-0.375326077,-0.988346617,-1.085392681,-1.310899108,-0.579953294,-0.939062363,-1.105896443,-0.489431452,-0.909245979,-0.58619704,-0.352084976,-1.053127856,-0.252869157,-0.52963441,0.192922614,0.361118304,-0.249033988,-0.83044666,-0.559884353,0.025526456,-0.513472121,0.356506717,-0.334284674,0.54698506,-0.063310131,2,1,1,1
2.281732743,1.911652229,1.584506831,1.474797683,1.35413962,2.710743423,1.500199808,2.579258354,2.218572821,1.495177343,2.06013602,1.096089097,-0.897135098,-0.73282362,-0.828901611,-0.312701362,-0.006258908,0.234644707,-0.594327965,-0.128140452,-0.000900683,0.530536151,-0.755106258,-0.017574914,0.017320632,1,0,1,1
1.902777247,1.387785555,1.970556183,2.980137837,2.054082418,1.677731192,2.797738647,2.400653467,1.43429212,2.484425344,1.499888002,0.640082438,-0.994092319,-0.933497309,0.658114579,0.563897962,-0.136913382,-0.2849335,0.01301763,0.032684569,-0.498718171,0.169760746,-0.228250684,-0.943604562,0.147118082,1,0,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1
2.23051702,1.594032944,2.154714606,2.298749646,1.659944537,1.599752924,2.069039263,1.722264943,1.819111175,0.583411725,1.641566656,2.212834784,-0.26267024,-0.347912253,-0.226080159,-0.670169287,-0.551093436,-0.50510563,-0.442777423,0.046845943,0.158669709,-0.918087737,0.254456752,-0.435527019,-0.064409872,3,0,0,1
-0.144902125,-0.396362536,-1.340527818,-0.953379296,-0.376639838,-1.882319963,-1.437674809,-1.432624286,-0.432783591,-0.939852295,-1.070713483,-0.29117671,-0.116343362,-0.347292941,-0.201898395,-0.019835822,-0.421126138,-0.653273661,-0.505425962,0.935847371,0.259904422,0.253037381,0.221600889,0.200519948,0.254419842,3,0,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1
2.114226871,2.075558841,1.528325596,1.915516172,1.391856648,1.755481138,2.135140143,1.651968668,1.551393942,1.046099798,1.183646594,1.632705228,0.764968361,0.358372278,-0.506525682,-0.336786045,0.440396109,0.182769539,0.847463164,-0.544091401,-0.409028009,0.352635016,0.316914594,0.309028565,-0.547893433,1,0,0,1
2.746865091,2.034103241,1.496766819,2.188835884,1.837198492,2.072140591,2.224378821,1.485043756,1.667238207,1.170604223,0.199307635,2.698404669,0.366469998,-0.261753891,-0.114142284,-0.486329863,-0.141320571,-0.411608553,-0.186508174,0.422455553,-0.733918192,-0.618006833,0.511186242,0.251658261,-0.590865154,2,0,1,1
2.647064173,2.55105237,2.121087924,1.770880382,1.627051549,1.646455972,2.136025009,2.166073163,0.535250358,1.62969877,1.80077893,2.5062476,-0.267952219,0.052374071,-0.541810539,-0.029910716,-0.473717574,0.252720933,-0.663981504,-0.436713413,-0.029825318,-0.238997191,0.467542535,-0.204101537,-0.041286711,3,0,0,1
2.117033828,1.674729708,1.500870399,2.748425579,1.853978718,1.481966528,2.204768372,2.664040693,2.319459984,1.245546152,1.974974663,2.196164072,-0.491309823,0.237249072,-0.124230433,0.09796091,0.151536438,-0.147375146,0.13796701,0.543714231,-0.470234041,0.752127702,-0.254911697,0.862479616,-0.395436487,1,0,0,1
1.926636664,2.052347988,2.203459138,1.114741775,0.874678949,1.230169945,1.991525828,2.556369147,1.985408504,1.871970907,1.295222735,1.754055104,-0.249238349,-0.614267601,-0.742696932,0.235143054,-0.572446531,-0.004269461,0.565535978,0.884676831,0.561915808,0.00938859,0.294616002,-0.072260188,-0.202467588,1,0,0,1
1.330432719,2.519781396,1.716754633,1.279184033,2.821170348,1.092087957,1.663719862,1.931638458,1.37090118,1.65193333,1.127279069,1.462983374,0.277994779,-0.556562233,0.380435013,0.683415985,-0.453233129,0.697031166,0.668086441,0.306537395,0.521965474,1.034564636,-0.182782104,-0.533105455,0.385273716,2,0,1,1
1.899792868,1.531315072,1.961271711,1.894654339,2.034864463,0.461120118,2.254400464,2.208367538,1.586672071,2.171945478,1.784886706,1.468103961,-0.158654386,-0.16913947,-0.657961694,0.148147918,-0.079542588,0.170858249,-0.204977265,0.843012062,0.06724961,-0.701957877,0.596250932,0.424181272,0.133435957,2,0,1,1
2.556656802,1.859767071,2.243795048,1.494350599,1.218139558,1.260940243,1.88824041,1.022379105,1.313389732,1.899288983,0.895596849,1.756257718,-0.496173469,0.63483282,0.02644842,0.129836772,0.401329868,-0.246369273,0.292824857,-0.234924479,0.110802209,-0.13126148,-0.253916269,-0.344567622,0.266588199,2,0,0,1
2.616546718,1.732602258,0.565531335,2.280263349,1.670321792,2.134507243,1.075274656,1.868849855,1.851820161,1.84846141,2.042600017,1.067970957,-0.270925786,0.025544797,0.592120474,-0.584852858,0.173144752,0.264713453,-0.326386725,0.35003872,-0.045465506,0.717489561,-0.052625902,-0.451301991,-0.300739133,3,0,1,1
2.294934383,1.904626108,0.894879555,2.333869583,1.774818646,1.600818804,2.163581819,1.662744236,2.397495097,1.681967162,2.42051619,1.806178536,1.047731803,0.452161132,0.787694261,-0.420363105,-0.340027887,-0.027994589,0.43094237,0.156642895,0.044849653,-0.255460665,-0.234405425,0.214168858,-0.532195487,3,0,1,1
2.278240805,2.00250694,1.499626029,1.878086895,1.357010679,1.688298126,2.63453716,1.643334688,1.168849637,2.166415919,1.431739055,1.464816499,0.290010033,0.673586554,-0.320613129,-0.295351747,0.347878525,-0.207270367,0.172433717,0.37955349,-0.061336256,0.011092287,0.404597738,-0.361239821,0.138275433,3,0,1,1
1.874405993,3.394211311,2.255619298,1.22124487,1.887734363,1.264028092,1.954081952,1.783206846,2.348271746,0.685678662,1.625214394,1.197298367,0.053405264,0.43388294,0.135581881,0.935353225,-0.221429319,0.323866969,-0.039164231,0.346304133,1.006256257,-0.136175076,0.6011416,-0.112191236,0.209419794,1,0,1,1
1.777244891,1.101086659,1.840504669,1.698976744,1.560924015,2.036789286,1.194523988,1.351252691,1.44573991,2.664792557,2.078668793,1.475924524,0.290078214,0.116502746,-0.36828281,-0.432479647,-0.355724914,-0.01482719,0.826089714,0.456733583,1.18184258,-0.241946258,-0.158592851,0.201969465,0.310586566,1,0,1,1
2.331687063,2.333017294,1.874071737,1.391829623,1.036770491,2.410473262,2.165790903,1.271056579,1.781433469,2.087908111,1.49607075,1.840988956,-0.104781281,0.038045659,-0.281768072,0.058186914,-0.591123151,0.080576654,-0.966941039,-0.40367466,0.271358983,0.415925992,1.119852356,0.408661425,0.602599312,3,0,1,1
